,id,programID,orchestra,season,eventType,Location,Venue,Date,Time,ID,composerName,workTitle,conductorName,soloists,interval,movement,movement._,movement.em,workTitle._,workTitle.em
0,7358870b-65c8-43d5-ab56-514bde52db88-0.1,11640,New York Philharmonic,2011-12,Non-Subscription,"Manhattan, NY",Avery Fisher Hall,2011-09-07T04:00:00Z,7:30PM,5733*,"Bernstein,  Leonard",WEST SIDE STORY (WITH FILM),"Newman, David",[],,,,,,
1,7358870b-65c8-43d5-ab56-514bde52db88-0.1,11640,New York Philharmonic,2011-12,Non-Subscription,"Manhattan, NY",Avery Fisher Hall,2011-09-07T04:00:00Z,7:30PM,0*,,,,[],Intermission,,,,,
2,7358870b-65c8-43d5-ab56-514bde52db88-0.1,11640,New York Philharmonic,2011-12,Non-Subscription,"Manhattan, NY",Avery Fisher Hall,2011-09-08T04:00:00Z,7:30PM,5733*,"Bernstein,  Leonard",WEST SIDE STORY (WITH FILM),"Newman, David",[],,,,,,
3,7358870b-65c8-43d5-ab56-514bde52db88-0.1,11640,New York Philharmonic,2011-12,Non-Subscription,"Manhattan, NY",Avery Fisher Hall,2011-09-08T04:00:00Z,7:30PM,0*,,,,[],Intermission,,,,,
4,e0d79f25-6340-4369-a528-962bb03eabd7-0.1,11878,NYP Presentation,2011-12,Insight Series,"Manhattan, NY",The Stanley H. Kaplan Penthouse,2011-09-09T04:00:00Z,6:30PM,5725*5,"Corigliano,  John, Jr.",ONE SWEET MORNING,,"[{'soloistName': 'Duke, Cherry', 'soloistInstrument': 'Mezzo-Soprano', 'soloistRoles': 'A'}, {'soloistName': 'Gosling, Stephen', 'soloistInstrument': 'Piano', 'soloistRoles': 'A'}]",,One Sweet Morning,,,,
5,e0d79f25-6340-4369-a528-962bb03eabd7-0.1,11878,NYP Presentation,2011-12,Insight Series,"Manhattan, NY",The Stanley H. Kaplan Penthouse,2011-09-09T04:00:00Z,6:30PM,52611*,"Barber,  Samuel",ADAGIO FOR STRINGS,,"[{'soloistName': 'Kim, Michelle', 'soloistInstrument': 'Violin', 'soloistRoles': 'A'}, {'soloistName': 'Ziskel, Yulia', 'soloistInstrument': 'Violin', 'soloistRoles': 'A'}, {'soloistName': 'Rinehart, Robert', 'soloistInstrument': 'Viola', 'soloistRoles': 'A'}, {'soloistName': 'Moon-Myers, Eileen', 'soloistInstrument': 'Cello', 'soloistRoles': 'A'}]",,,,,,
6,e0d79f25-6340-4369-a528-962bb03eabd7-0.1,11878,NYP Presentation,2011-12,Insight Series,"Manhattan, NY",The Stanley H. Kaplan Penthouse,2011-09-09T04:00:00Z,6:30PM,11812*,"Discussion,",DISCUSSION,,"[{'soloistName': 'Wiprud, Theodore', 'soloistInstrument': 'Host', 'soloistRoles': 'A'}, {'soloistName': 'Corigliano, John, Jr.', 'soloistInstrument': 'Speaker', 'soloistRoles': 'A'}, {'soloistName': 'Haws, Barbara', 'soloistInstrument': 'Speaker', 'soloistRoles': 'A'}]",,,,,,
7,f2a4cfed-5e56-4980-8d6f-8765acf18c82-0.1,10691,New York Philharmonic,2011-12,Special,"Manhattan, NY",Avery Fisher Hall,2011-09-10T04:00:00Z,7:30PM,3965*,"Anthem,",UNITED STATES,"Gilbert, Alan",[],,,,,,
8,f2a4cfed-5e56-4980-8d6f-8765acf18c82-0.1,10691,New York Philharmonic,2011-12,Special,"Manhattan, NY",Avery Fisher Hall,2011-09-10T04:00:00Z,7:30PM,52827*,"Mahler,  Gustav",SYMPHONY NO.  2 IN C MINOR (RESURRECTION),"Gilbert, Alan","[{'soloistName': 'Roschmann [Röschmann], Dorothea', 'soloistInstrument': 'Soprano', 'soloistRoles': 'S'}, {'soloistName': 'DeYoung, Michelle', 'soloistInstrument': 'Mezzo-Soprano', 'soloistRoles': 'S'}, {'soloistName': 'New York Choral Artists', 'soloistInstrument': 'Chorus', 'soloistRoles': 'S'}]",,,,,,
9,67531fff-a9e0-46ef-a494-033d51d2856f-0.1,10692,New York Philharmonic,2011-12,Parks,"Manhattan, NY","The Great Lawn, Central Park",2011-09-15T04:00:00Z,8:00PM,50376*1,"Verdi,  Giuseppe","FORZA DEL DESTINO, LA","Gilbert, Alan",[],,Overture,,,,
10,67531fff-a9e0-46ef-a494-033d51d2856f-0.1,10692,New York Philharmonic,2011-12,Parks,"Manhattan, NY","The Great Lawn, Central Park",2011-09-15T04:00:00Z,8:00PM,5237*6,"Verdi,  Giuseppe",RIGOLETTO,"Gilbert, Alan","[{'soloistName': 'Bocelli, Andrea', 'soloistInstrument': 'Tenor', 'soloistRoles': 'S'}]",,"""La donna è mobile""",,,,
11,67531fff-a9e0-46ef-a494-033d51d2856f-0.1,10692,New York Philharmonic,2011-12,Parks,"Manhattan, NY","The Great Lawn, Central Park",2011-09-15T04:00:00Z,8:00PM,8860*3,"Verdi,  Giuseppe","TROVATORE, IL","Gilbert, Alan","[{'soloistName': 'Bocelli, Andrea', 'soloistInstrument': 'Tenor', 'soloistRoles': 'S'}, {'soloistName': 'Westminster Symphonic Choir', 'soloistInstrument': 'Chorus', 'soloistRoles': 'S'}]",,"""Ah, sì ben mio"" ... ""Di quella pira,"" Manrico (aria), Act III, scene ii",,,,
12,67531fff-a9e0-46ef-a494-033d51d2856f-0.1,10692,New York Philharmonic,2011-12,Parks,"Manhattan, NY","The Great Lawn, Central Park",2011-09-15T04:00:00Z,8:00PM,8916*15,"Puccini,  Giacomo",TOSCA,"Gilbert, Alan","[{'soloistName': 'Terfel, Bryn', 'soloistInstrument': 'Bass-Baritone', 'soloistRoles': 'S'}, {'soloistName': 'Westminster Symphonic Choir', 'soloistInstrument': 'Chorus', 'soloistRoles': 'S'}]",,"""Va, Tosca!"" (Te Deum)",,,,
13,67531fff-a9e0-46ef-a494-033d51d2856f-0.1,10692,New York Philharmonic,2011-12,Parks,"Manhattan, NY","The Great Lawn, Central Park",2011-09-15T04:00:00Z,8:00PM,7138*,"Schubert,  Franz","ELLENSGESANG III, D.839 (ARR. Serio)","Gilbert, Alan","[{'soloistName': 'Bocelli, Andrea', 'soloistInstrument': 'Tenor', 'soloistRoles': 'S'}, {'soloistName': 'Westminster Symphonic Choir', 'soloistInstrument': 'Womens Chorus', 'soloistRoles': 'S'}]",,,,,,
14,67531fff-a9e0-46ef-a494-033d51d2856f-0.1,10692,New York Philharmonic,2011-12,Parks,"Manhattan, NY","The Great Lawn, Central Park",2011-09-15T04:00:00Z,8:00PM,375*4,"Giordano,  Umberto",ANDREA CHENIER,"Gilbert, Alan","[{'soloistName': 'Martinez, Ana Maria', 'soloistInstrument': 'Soprano', 'soloistRoles': 'S'}, {'soloistName': 'Bocelli, Andrea', 'soloistInstrument': 'Tenor', 'soloistRoles': 'S'}]",,"""Vicino a te s'acqueta""",,,,
15,67531fff-a9e0-46ef-a494-033d51d2856f-0.1,10692,New York Philharmonic,2011-12,Parks,"Manhattan, NY","The Great Lawn, Central Park",2011-09-15T04:00:00Z,8:00PM,2798*1,"Bizet,  Georges",PECHEURS DE PERLES,"Gilbert, Alan","[{'soloistName': 'Bocelli, Andrea', 'soloistInstrument': 'Tenor', 'soloistRoles': 'S'}, {'soloistName': 'Terfel, Bryn', 'soloistInstrument': 'Bass-Baritone', 'soloistRoles': 'S'}]",,Au fond du temple saint (tenor and baritone duet),,,,
16,67531fff-a9e0-46ef-a494-033d51d2856f-0.1,10692,New York Philharmonic,2011-12,Parks,"Manhattan, NY","The Great Lawn, Central Park",2011-09-15T04:00:00Z,8:00PM,52164*4,"Puccini,  Giacomo",MANON LESCAUT,"Gilbert, Alan",[],,Intermezzo (Prelude to Act III),,,,
17,67531fff-a9e0-46ef-a494-033d51d2856f-0.1,10692,New York Philharmonic,2011-12,Parks,"Manhattan, NY","The Great Lawn, Central Park",2011-09-15T04:00:00Z,8:00PM,642*4,"Puccini,  Giacomo","BOHEME, LA","Gilbert, Alan","[{'soloistName': 'Bocelli, Andrea', 'soloistInstrument': 'Tenor', 'soloistRoles': 'S'}, {'soloistName': 'Yende, Pretty', 'soloistInstrument': 'Soprano', 'soloistRoles': 'S'}]",,"""O soave fanciulla,"" Mimì, Rodolfo (duet), Act I",,,,
18,67531fff-a9e0-46ef-a494-033d51d2856f-0.1,10692,New York Philharmonic,2011-12,Parks,"Manhattan, NY","The Great Lawn, Central Park",2011-09-15T04:00:00Z,8:00PM,1470*2,"Verdi,  Giuseppe","TRAVIATA, LA","Gilbert, Alan","[{'soloistName': 'Bocelli, Andrea', 'soloistInstrument': 'Tenor', 'soloistRoles': 'S'}, {'soloistName': 'Martinez, Ana Maria', 'soloistInstrument': 'Soprano', 'soloistRoles': 'S'}, {'soloistName': 'Yende, Pretty', 'soloistInstrument': 'Soprano', 'soloistRoles': 'S'}, {'soloistName': 'Terfel, Bryn', 'soloistInstrument': 'Bass-Baritone', 'soloistRoles': 'S'}, {'soloistName': 'Westminster Symphonic Choir', 'soloistInstrument': 'Chorus', 'soloistRoles': 'S'}]",,"""Libiamo"" (Brindisi), Alfredo, Act I, scene ii",,,,
19,67531fff-a9e0-46ef-a494-033d51d2856f-0.1,10692,New York Philharmonic,2011-12,Parks,"Manhattan, NY","The Great Lawn, Central Park",2011-09-15T04:00:00Z,8:00PM,0*,,,,[],Intermission,,,,,
20,67531fff-a9e0-46ef-a494-033d51d2856f-0.1,10692,New York Philharmonic,2011-12,Parks,"Manhattan, NY","The Great Lawn, Central Park",2011-09-15T04:00:00Z,8:00PM,7599*1,"Bernstein,  Leonard",CANDIDE,"Gilbert, Alan",[],,Overture,,,,
21,67531fff-a9e0-46ef-a494-033d51d2856f-0.1,10692,New York Philharmonic,2011-12,Parks,"Manhattan, NY","The Great Lawn, Central Park",2011-09-15T04:00:00Z,8:00PM,7062*,"Kelley,  Daniel",HOME ON THE RANGE (ARR. Hazell),"Gilbert, Alan","[{'soloistName': 'Terfel, Bryn', 'soloistInstrument': 'Bass-Baritone', 'soloistRoles': 'S'}, {'soloistName': 'Westminster Symphonic Choir', 'soloistInstrument': 'Chorus', 'soloistRoles': 'S'}]",,,,,,
22,67531fff-a9e0-46ef-a494-033d51d2856f-0.1,10692,New York Philharmonic,2011-12,Parks,"Manhattan, NY","The Great Lawn, Central Park",2011-09-15T04:00:00Z,8:00PM,6508*,"Rodrigo,  Joaquín",EN ARANJUEZ CON TU AMOR (ARR. Maazel),"Gilbert, Alan","[{'soloistName': 'Bocelli, Andrea', 'soloistInstrument': 'Tenor', 'soloistRoles': 'S'}, {'soloistName': 'Benedetti, Nicola', 'soloistInstrument': 'Violin', 'soloistRoles': 'S'}]",,,,,,
23,67531fff-a9e0-46ef-a494-033d51d2856f-0.1,10692,New York Philharmonic,2011-12,Parks,"Manhattan, NY","The Great Lawn, Central Park",2011-09-15T04:00:00Z,8:00PM,6514*,"Denza,  Luigi",FUNICULI FUNICULA  (ARR. Vessicchio),"Gilbert, Alan","[{'soloistName': 'Bocelli, Andrea', 'soloistInstrument': 'Tenor', 'soloistRoles': 'S'}, {'soloistName': 'Griminelli, Andrea', 'soloistInstrument': 'Flute', 'soloistRoles': 'S'}, {'soloistName': 'Westminster Symphonic Choir', 'soloistInstrument': 'Chorus', 'soloistRoles': 'S'}]",,,,,,
24,67531fff-a9e0-46ef-a494-033d51d2856f-0.1,10692,New York Philharmonic,2011-12,Parks,"Manhattan, NY","The Great Lawn, Central Park",2011-09-15T04:00:00Z,8:00PM,7141*,"Rimsky-Korsakov,  Nikolai","TALE OF TSAR SALTAN, THE, OP. 57:  FLIGHT OF THE BUMBLEBEE (ARR. Griminelli)","Gilbert, Alan","[{'soloistName': 'Griminelli, Andrea', 'soloistInstrument': 'Flute', 'soloistRoles': 'S'}]",,,,,,
25,67531fff-a9e0-46ef-a494-033d51d2856f-0.1,10692,New York Philharmonic,2011-12,Parks,"Manhattan, NY","The Great Lawn, Central Park",2011-09-15T04:00:00Z,8:00PM,7157*,"Di Capua,  Rinaldo",O SOLE MIO (ARR. Serio),"Gilbert, Alan","[{'soloistName': 'Bocelli, Andrea', 'soloistInstrument': 'Tenor', 'soloistRoles': 'S'}, {'soloistName': 'Westminster Symphonic Choir', 'soloistInstrument': 'Chorus', 'soloistRoles': 'S'}]",,,,,,
26,67531fff-a9e0-46ef-a494-033d51d2856f-0.1,10692,New York Philharmonic,2011-12,Parks,"Manhattan, NY","The Great Lawn, Central Park",2011-09-15T04:00:00Z,8:00PM,6595*,"Rota,  Nino",AMARCORD (ARR. Ross),"Gilbert, Alan",[],,,,,,
27,67531fff-a9e0-46ef-a494-033d51d2856f-0.1,10692,New York Philharmonic,2011-12,Parks,"Manhattan, NY","The Great Lawn, Central Park",2011-09-15T04:00:00Z,8:00PM,6597*,"Morricone,  Ennio",ONCE UPON A TIME IN THE WEST (ARR. Ross),"Gilbert, Alan","[{'soloistName': 'Bocelli, Andrea', 'soloistInstrument': 'Tenor', 'soloistRoles': 'S'}]",,,,,,
28,67531fff-a9e0-46ef-a494-033d51d2856f-0.1,10692,New York Philharmonic,2011-12,Parks,"Manhattan, NY","The Great Lawn, Central Park",2011-09-15T04:00:00Z,8:00PM,6599*1,"Ortolani,  Riziero ""Riz""",MONDO CANE (ARR. Walden),"Gilbert, Alan","[{'soloistName': 'Bocelli, Andrea', 'soloistInstrument': 'Tenor', 'soloistRoles': 'S'}, {'soloistName': 'Botti, Chris', 'soloistInstrument': 'Trumpet', 'soloistRoles': 'S'}, {'soloistName': 'Foster, David', 'soloistInstrument': 'Piano', 'soloistRoles': 'S'}]",,"""More""",,,,
29,67531fff-a9e0-46ef-a494-033d51d2856f-0.1,10692,New York Philharmonic,2011-12,Parks,"Manhattan, NY","The Great Lawn, Central Park",2011-09-15T04:00:00Z,8:00PM,6600*,"Modugno,  Domenico",NEL BLU DIPINTO DI BLU (VOLARE) (ARR. Ross),"Gilbert, Alan","[{'soloistName': 'Bocelli, Andrea', 'soloistInstrument': 'Tenor', 'soloistRoles': 'S'}, {'soloistName': 'Dion, Céline', 'soloistInstrument': 'Singer', 'soloistRoles': 'S'}, {'soloistName': 'Foster, David', 'soloistInstrument': 'Piano', 'soloistRoles': 'S'}]",,,,,,
30,67531fff-a9e0-46ef-a494-033d51d2856f-0.1,10692,New York Philharmonic,2011-12,Parks,"Manhattan, NY","The Great Lawn, Central Park",2011-09-15T04:00:00Z,8:00PM,6509*,"Sager, Carol Bayer,  Foster, David","/ PRAYER, THE (ARR. Ross)","Gilbert, Alan","[{'soloistName': 'Bocelli, Andrea', 'soloistInstrument': 'Tenor', 'soloistRoles': 'S'}, {'soloistName': 'Dion, Céline', 'soloistInstrument': 'Singer', 'soloistRoles': 'S'}, {'soloistName': 'Foster, David', 'soloistInstrument': 'Piano', 'soloistRoles': 'S'}]",,,,,,
31,67531fff-a9e0-46ef-a494-033d51d2856f-0.1,10692,New York Philharmonic,2011-12,Parks,"Manhattan, NY","The Great Lawn, Central Park",2011-09-15T04:00:00Z,8:00PM,6606*,"Kander,  John","NEW YORK, NEW YORK (ARR. Costa)",,"[{'soloistName': 'Bocelli, Andrea', 'soloistInstrument': 'Tenor', 'soloistRoles': 'S'}, {'soloistName': 'Bennett, Tony', 'soloistInstrument': 'Singer', 'soloistRoles': 'S'}]",,,,,,
32,67531fff-a9e0-46ef-a494-033d51d2856f-0.1,10692,New York Philharmonic,2011-12,Parks,"Manhattan, NY","The Great Lawn, Central Park",2011-09-15T04:00:00Z,8:00PM,7156*,"Traditional,",SPIRITUAL:  AMAZING GRACE (ARR. ROSS) (ARR. Ross),"Gilbert, Alan","[{'soloistName': 'Bocelli, Andrea', 'soloistInstrument': 'Tenor', 'soloistRoles': 'S'}, {'soloistName': 'Westminster Symphonic Choir', 'soloistInstrument': 'Chorus', 'soloistRoles': 'S'}]",,,,,,
33,67531fff-a9e0-46ef-a494-033d51d2856f-0.1,10692,New York Philharmonic,2011-12,Parks,"Manhattan, NY","The Great Lawn, Central Park",2011-09-15T04:00:00Z,8:00PM,6510*,"Sartori,  Francesco",CON TE PARTIRO (TIME TO SAY GOODBYE) (ARR. Ross),"Gilbert, Alan","[{'soloistName': 'Bocelli, Andrea', 'soloistInstrument': 'Tenor', 'soloistRoles': 'S'}, {'soloistName': 'Dion, Céline', 'soloistInstrument': 'Singer', 'soloistRoles': 'S'}, {'soloistName': 'Foster, David', 'soloistInstrument': 'Piano', 'soloistRoles': 'S'}]",,,,,,
34,67531fff-a9e0-46ef-a494-033d51d2856f-0.1,10692,New York Philharmonic,2011-12,Parks,"Manhattan, NY","The Great Lawn, Central Park",2011-09-15T04:00:00Z,8:00PM,1664*3,"Puccini,  Giacomo",TURANDOT,"Gilbert, Alan","[{'soloistName': 'Bocelli, Andrea', 'soloistInstrument': 'Tenor', 'soloistRoles': 'S'}, {'soloistName': 'Westminster Symphonic Choir', 'soloistInstrument': 'Chorus', 'soloistRoles': 'S'}]",,"""Nessun dorma,"" Calaf (aria), Act III",,,,
35,57b28df9-2fdc-4a14-98fb-f345fd31b3e0-0.1,11753,New York Philharmonic,2011-12,Special,"Manhattan, NY",Avery Fisher Hall,2011-09-17T04:00:00Z,8:00PM,9003*7,"Wagner,  Richard","TANNHAUSER, WWV 70","Gilbert, Alan",[],,Overture and Bacchanale (Venusberg Music) [Paris],,,,
36,57b28df9-2fdc-4a14-98fb-f345fd31b3e0-0.1,11753,New York Philharmonic,2011-12,Special,"Manhattan, NY",Avery Fisher Hall,2011-09-17T04:00:00Z,8:00PM,0*,,,,[],Intermission,,,,,
37,57b28df9-2fdc-4a14-98fb-f345fd31b3e0-0.1,11753,New York Philharmonic,2011-12,Special,"Manhattan, NY",Avery Fisher Hall,2011-09-17T04:00:00Z,8:00PM,52624*,"Walton,  William",HENRY V (A SHAKESPEARE SCENARIO) (ARR. Palmer),"Gilbert, Alan","[{'soloistName': 'Plummer, Christopher', 'soloistInstrument': 'Narrator', 'soloistRoles': 'S'}, {'soloistName': 'Manhattan School of Music Symphonic Chorus and Chamber Choir', 'soloistInstrument': 'Chorus', 'soloistRoles': 'S'}, {'soloistName': 'American Boychoir, The', 'soloistInstrument': 'Boys Choir', 'soloistRoles': 'S'}]",,,,,,
38,66bf2247-ae0d-4c1b-a5ce-bdf6532847ee-0.1,10693,New York Philharmonic,2011-12,Subscription Season,"Manhattan, NY",Avery Fisher Hall,2011-09-21T04:00:00Z,7:30PM,3965*,"Anthem,",UNITED STATES,"Gilbert, Alan",[],,,,,,
39,66bf2247-ae0d-4c1b-a5ce-bdf6532847ee-0.1,10693,New York Philharmonic,2011-12,Subscription Season,"Manhattan, NY",Avery Fisher Hall,2011-09-21T04:00:00Z,7:30PM,52626*,"Barber,  Samuel",SCHOOL FOR SCANDAL OVERTURE,"Gilbert, Alan",[],,,,,,
40,66bf2247-ae0d-4c1b-a5ce-bdf6532847ee-0.1,10693,New York Philharmonic,2011-12,Subscription Season,"Manhattan, NY",Avery Fisher Hall,2011-09-21T04:00:00Z,7:30PM,9003*4,"Wagner,  Richard","TANNHAUSER, WWV 70","Gilbert, Alan","[{'soloistName': 'Voigt, Deborah', 'soloistInstrument': 'Soprano', 'soloistRoles': 'S'}]",,"""Dich Teure Halle,"" Elizabeth (aria), Act II, scene i",,,,
41,66bf2247-ae0d-4c1b-a5ce-bdf6532847ee-0.1,10693,New York Philharmonic,2011-12,Subscription Season,"Manhattan, NY",Avery Fisher Hall,2011-09-21T04:00:00Z,7:30PM,51003*,"Barber,  Samuel","ANDROMACHE'S FAREWELL, OP.39","Gilbert, Alan","[{'soloistName': 'Voigt, Deborah', 'soloistInstrument': 'Soprano', 'soloistRoles': 'S'}]",,,,,,
42,66bf2247-ae0d-4c1b-a5ce-bdf6532847ee-0.1,10693,New York Philharmonic,2011-12,Subscription Season,"Manhattan, NY",Avery Fisher Hall,2011-09-21T04:00:00Z,7:30PM,9003*6,"Wagner,  Richard","TANNHAUSER, WWV 70","Gilbert, Alan",[],,Overture [Dresden],,,,
43,66bf2247-ae0d-4c1b-a5ce-bdf6532847ee-0.1,10693,New York Philharmonic,2011-12,Subscription Season,"Manhattan, NY",Avery Fisher Hall,2011-09-21T04:00:00Z,7:30PM,0*,,,,[],Intermission,,,,,
44,66bf2247-ae0d-4c1b-a5ce-bdf6532847ee-0.1,10693,New York Philharmonic,2011-12,Subscription Season,"Manhattan, NY",Avery Fisher Hall,2011-09-21T04:00:00Z,7:30PM,1898*4,"Strauss,  Richard","SALOME, OP. 54","Gilbert, Alan",[],,Intermezzo,,,,
45,66bf2247-ae0d-4c1b-a5ce-bdf6532847ee-0.1,10693,New York Philharmonic,2011-12,Subscription Season,"Manhattan, NY",Avery Fisher Hall,2011-09-21T04:00:00Z,7:30PM,1898*1,"Strauss,  Richard","SALOME, OP. 54","Gilbert, Alan",[],,Dance of the Seven Veils,,,,
46,66bf2247-ae0d-4c1b-a5ce-bdf6532847ee-0.1,10693,New York Philharmonic,2011-12,Subscription Season,"Manhattan, NY",Avery Fisher Hall,2011-09-21T04:00:00Z,7:30PM,1898*2,"Strauss,  Richard","SALOME, OP. 54","Gilbert, Alan","[{'soloistName': 'Voigt, Deborah', 'soloistInstrument': 'Soprano', 'soloistRoles': 'S'}]",,"Final Scene: ""Ah, du wolltest mich nicht deinen Mund kuessen lassen, Jokanaan!""",,,,
47,c3c831a0-3136-490c-8542-88cbfbbf0bfe-0.1,10694,New York Philharmonic,2011-12,Subscription Season,"Manhattan, NY",Avery Fisher Hall,2011-09-22T04:00:00Z,7:30PM,52827*,"Mahler,  Gustav",SYMPHONY NO.  2 IN C MINOR (RESURRECTION),"Gilbert, Alan","[{'soloistName': 'Persson, Miah', 'soloistInstrument': 'Soprano', 'soloistRoles': 'S'}, {'soloistName': 'Paasikivi, Lilli', 'soloistInstrument': 'Mezzo-Soprano', 'soloistRoles': 'S'}, {'soloistName': 'New York Choral Artists', 'soloistInstrument': 'Chorus', 'soloistRoles': 'S'}]",,,,,,
48,c3c831a0-3136-490c-8542-88cbfbbf0bfe-0.1,10694,New York Philharmonic,2011-12,Subscription Season,"Manhattan, NY",Avery Fisher Hall,2011-09-24T04:00:00Z,8:00PM,52827*,"Mahler,  Gustav",SYMPHONY NO.  2 IN C MINOR (RESURRECTION),"Gilbert, Alan","[{'soloistName': 'Persson, Miah', 'soloistInstrument': 'Soprano', 'soloistRoles': 'S'}, {'soloistName': 'Paasikivi, Lilli', 'soloistInstrument': 'Mezzo-Soprano', 'soloistRoles': 'S'}, {'soloistName': 'New York Choral Artists', 'soloistInstrument': 'Chorus', 'soloistRoles': 'S'}]",,,,,,
49,c3c831a0-3136-490c-8542-88cbfbbf0bfe-0.1,10694,New York Philharmonic,2011-12,Subscription Season,"Manhattan, NY",Avery Fisher Hall,2011-09-27T04:00:00Z,7:30PM,52827*,"Mahler,  Gustav",SYMPHONY NO.  2 IN C MINOR (RESURRECTION),"Gilbert, Alan","[{'soloistName': 'Persson, Miah', 'soloistInstrument': 'Soprano', 'soloistRoles': 'S'}, {'soloistName': 'Paasikivi, Lilli', 'soloistInstrument': 'Mezzo-Soprano', 'soloistRoles': 'S'}, {'soloistName': 'New York Choral Artists', 'soloistInstrument': 'Chorus', 'soloistRoles': 'S'}]",,,,,,
50,d15b831a-7928-4f08-b3d9-c7549d03cf87-0.1,11627,New York Philharmonic,2011-12,Runout,"Katonah, NY",Caramoor Venetian Theater,2011-09-23T04:00:00Z,7:30PM,856*,"Schubert,  Franz","ROSAMUNDE: OVERTURE, D.644","Weilerstein, Joshua",[],,,,,,
51,d15b831a-7928-4f08-b3d9-c7549d03cf87-0.1,11627,New York Philharmonic,2011-12,Runout,"Katonah, NY",Caramoor Venetian Theater,2011-09-23T04:00:00Z,7:30PM,51099*,"Mozart,  Wolfgang  Amadeus","CONCERTO, VIOLIN NO. 5, A MAJOR, K.219","Gilbert, Alan","[{'soloistName': 'Hadelich, Augustin', 'soloistInstrument': 'Violin', 'soloistRoles': 'S'}]",,,,,,
52,d15b831a-7928-4f08-b3d9-c7549d03cf87-0.1,11627,New York Philharmonic,2011-12,Runout,"Katonah, NY",Caramoor Venetian Theater,2011-09-23T04:00:00Z,7:30PM,0*,,,,[],Intermission,,,,,
53,d15b831a-7928-4f08-b3d9-c7549d03cf87-0.1,11627,New York Philharmonic,2011-12,Runout,"Katonah, NY",Caramoor Venetian Theater,2011-09-23T04:00:00Z,7:30PM,52437*,"Beethoven,  Ludwig  van","SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA)","Gilbert, Alan",[],,,,,,
54,4dd1c393-7275-4772-b2fa-934227b61891-0.1,11628,New York Philharmonic,2011-12,Subscription Season,"Manhattan, NY",Avery Fisher Hall,2011-09-30T04:00:00Z,8:00PM,52634*,"Barber,  Samuel","ESSAY NO. 1, OP.12","Gilbert, Alan",[],,,,,,
55,4dd1c393-7275-4772-b2fa-934227b61891-0.1,11628,New York Philharmonic,2011-12,Subscription Season,"Manhattan, NY",Avery Fisher Hall,2011-09-30T04:00:00Z,8:00PM,5725*,"Corigliano,  John, Jr.",ONE SWEET MORNING,"Gilbert, Alan","[{'soloistName': 'Blythe, Stephanie', 'soloistInstrument': 'Mezzo-Soprano', 'soloistRoles': 'S'}]",,,,,,
56,4dd1c393-7275-4772-b2fa-934227b61891-0.1,11628,New York Philharmonic,2011-12,Subscription Season,"Manhattan, NY",Avery Fisher Hall,2011-09-30T04:00:00Z,8:00PM,0*,,,,[],Intermission,,,,,
57,4dd1c393-7275-4772-b2fa-934227b61891-0.1,11628,New York Philharmonic,2011-12,Subscription Season,"Manhattan, NY",Avery Fisher Hall,2011-09-30T04:00:00Z,8:00PM,53341*,"Dvorak,  Antonín","SYMPHONY NO. 7, D MINOR, OP.70 (OLD NO. 2)","Gilbert, Alan",[],,,,,,
58,4dd1c393-7275-4772-b2fa-934227b61891-0.1,11628,New York Philharmonic,2011-12,Subscription Season,"Manhattan, NY",Avery Fisher Hall,2011-10-01T04:00:00Z,8:00PM,52634*,"Barber,  Samuel","ESSAY NO. 1, OP.12","Gilbert, Alan",[],,,,,,
59,4dd1c393-7275-4772-b2fa-934227b61891-0.1,11628,New York Philharmonic,2011-12,Subscription Season,"Manhattan, NY",Avery Fisher Hall,2011-10-01T04:00:00Z,8:00PM,5725*,"Corigliano,  John, Jr.",ONE SWEET MORNING,"Gilbert, Alan","[{'soloistName': 'Blythe, Stephanie', 'soloistInstrument': 'Mezzo-Soprano', 'soloistRoles': 'S'}]",,,,,,
60,4dd1c393-7275-4772-b2fa-934227b61891-0.1,11628,New York Philharmonic,2011-12,Subscription Season,"Manhattan, NY",Avery Fisher Hall,2011-10-01T04:00:00Z,8:00PM,0*,,,,[],Intermission,,,,,
61,4dd1c393-7275-4772-b2fa-934227b61891-0.1,11628,New York Philharmonic,2011-12,Subscription Season,"Manhattan, NY",Avery Fisher Hall,2011-10-01T04:00:00Z,8:00PM,53341*,"Dvorak,  Antonín","SYMPHONY NO. 7, D MINOR, OP.70 (OLD NO. 2)","Gilbert, Alan",[],,,,,,
62,4dd1c393-7275-4772-b2fa-934227b61891-0.1,11628,New York Philharmonic,2011-12,Subscription Season,"Manhattan, NY",Avery Fisher Hall,2011-10-04T04:00:00Z,7:30PM,52634*,"Barber,  Samuel","ESSAY NO. 1, OP.12","Gilbert, Alan",[],,,,,,
63,4dd1c393-7275-4772-b2fa-934227b61891-0.1,11628,New York Philharmonic,2011-12,Subscription Season,"Manhattan, NY",Avery Fisher Hall,2011-10-04T04:00:00Z,7:30PM,5725*,"Corigliano,  John, Jr.",ONE SWEET MORNING,"Gilbert, Alan","[{'soloistName': 'Blythe, Stephanie', 'soloistInstrument': 'Mezzo-Soprano', 'soloistRoles': 'S'}]",,,,,,
